Gis_X;Gis_Y;Distrito;Barrio;Calle;Nº Finca;Color;Batería/Línea;Número de Plazas
442419,54;4477624,59;05  CHAMARTÍN;05-01 EL VISO;CALERAS, CALLE, DE LAS;6;Azul;Batería;15
442390,58;4477589,83;05  CHAMARTÍN;05-01 EL VISO;CALERAS, CALLE, DE LAS;7;Verde;Línea;1
442431,04;4477695,85;05  CHAMARTÍN;05-01 EL VISO;CALERAS, CALLE, DE LAS;8;Azul;Línea;5
442423,18;4477693,88;05  CHAMARTÍN;05-01 EL VISO;CALERAS, CALLE, DE LAS;8;Verde;Línea;8
442393,92;4477597,34;05  CHAMARTÍN;05-01 EL VISO;CALERAS, CALLE, DE LAS;9;Verde;Línea;2
442417,91;4477730,03;05  CHAMARTÍN;05-01 EL VISO;CALERAS, CALLE, DE LAS;10;Azul;Línea;1
442404,65;4477617,38;05  CHAMARTÍN;05-01 EL VISO;CALERAS, CALLE, DE LAS;11;Verde;Línea;2
442413,16;4477634,44;05  CHAMARTÍN;05-01 EL VISO;CALERAS, CALLE, DE LAS;15;Verde;Línea;3
442425,78;4477659,7;05  CHAMARTÍN;05-01 EL VISO;CALERAS, CALLE, DE LAS;19;Verde;Línea;4
442439,69;4477664,79;05  CHAMARTÍN;05-01 EL VISO;CALERAS, CALLE, DE LAS;19;Azul;Línea;8
442414,49;4477722,54;05  CHAMARTÍN;05-01 EL VISO;CALERAS, CALLE, DE LAS;23;Verde;Línea;1
441439,02;4477377,88;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;1;Verde;Línea;1
441446,41;4477375,72;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;1;Verde;Línea;1
441426,33;4477376,64;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;1;Verde;Línea;1
441439,16;4477365,88;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;4;Verde;Línea;7
441467;4477364,56;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;8;Verde;Línea;3
441492,41;4477363,22;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;10;Verde;Línea;4
441524,08;4477361,79;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;12;Verde;Línea;3
441537,14;4477361,06;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;14;Verde;Línea;1
441707,35;4477362,34;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;15;Verde;Línea;3
441546,21;4477360,54;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;16;Verde;Línea;1
441727,16;4477361,29;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;17;Verde;Línea;2
441558,12;4477357,36;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;18;Azul;Línea;1
441750,24;4477360;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;19;Verde;Línea;4
441593,48;4477357,97;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;20;Verde;Línea;5
441773,83;4477358,72;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;21;Verde;Línea;3
441615,24;4477356,87;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;22;Verde;Línea;1
441796,56;4477357,59;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;23;Verde;Línea;2
441630,4;4477356,12;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;26;Verde;Línea;1
441644,56;4477355,42;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;28;Verde;Línea;1
441650,22;4477355,11;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;30;Verde;Línea;1
441670,29;4477354,1;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;34;Verde;Línea;7
441698,7;4477352,65;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;36;Verde;Línea;2
441715,61;4477351,8;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;38;Verde;Línea;2
441739,57;4477350,58;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;40;Verde;Línea;5
441766,41;4477349,23;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;44 A;Verde;Línea;3
442090,93;4476706,16;05  CHAMARTÍN;05-01 EL VISO;CARLOS MARIA DE CASTRO, PLAZA, DE;S/N;Azul;Línea;6
441461,49;4476632,61;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;68;Azul;Línea;3
441469,99;4476621,61;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;68;Azul;Línea;2
441435,7;4476699,32;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;76;Azul;Línea;12
441427,82;4476729,01;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;78;Azul;Línea;1
441391,08;4477096,34;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;82;Azul;Línea;2
441389,62;4477112,39;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;84;Azul;Línea;2
441392,87;4477121,84;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;86;Azul;Línea;1
441391,52;4477135,11;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;86;Azul;Línea;2
441393,54;4477159,85;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;88;Azul;Línea;4
441398,7;4477185,59;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;92;Azul;Línea;3
441397,45;4477207,3;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;94;Azul;Línea;3
441400,06;4477239,47;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;96;Azul;Línea;1
441400,82;4477248,83;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;96;Azul;Línea;2
441403,42;4477279,29;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;98;Azul;Línea;8
441410,15;4477360,86;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;102;Azul;Línea;1
441409,07;4477348,1;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;102;Azul;Línea;4
441414,72;4477383,34;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;104;Azul;Línea;1
441415,55;4477393,19;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;104;Azul;Línea;2
441437,16;4477586,3;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;112;Azul;Línea;1
441434,36;4477558,1;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;112;Azul;Línea;5
441424,08;4477596,99;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;114;Azul;Línea;13
441448,22;4477723,96;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;116;Verde;Línea;26
441434,21;4477722,97;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;116;Azul;Batería;2
441432,54;4477703,14;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;116;Azul;Batería;2
441433,42;4477713,26;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;116;Azul;Batería;2
441435,75;4477742,22;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;118;Azul;Batería;2
441436,63;4477752,51;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;118;Azul;Batería;2
441435;4477732,43;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;118;Azul;Batería;2
441438,58;4477775,47;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;120;Azul;Batería;2
441437,59;4477763,85;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;120;Azul;Batería;2
441439,58;4477787,39;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;120;Azul;Batería;7
441440,58;4477798,85;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;122;Azul;Batería;2
441441,58;4477810,97;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;122;Azul;Batería;2
441454,24;4477795,6;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;122;Verde;Línea;3
441447,46;4477885,05;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;124;Azul;Batería;2
441459,93;4477865,21;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;124;Verde;Línea;2
441461,44;4477882,99;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;124;Verde;Línea;3
441445,68;4477863,96;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;124;Azul;Batería;2
441444,93;4477853,91;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;124;Azul;Batería;6
441446,63;4477875,27;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;124;Azul;Batería;2
441446;4477868;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;124;Azul;Batería;1
441449,1;4477905,63;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;126;Azul;Batería;2
441448,38;4477895,38;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;126;Azul;Batería;2
441449,96;4477915,13;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;126;Azul;Batería;2
441462,43;4477896,12;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;126;Verde;Línea;1
441462,75;4477900,13;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;126;Verde;Línea;1
441450,71;4477925,07;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;128;Azul;Batería;2
441465,61;4477937,78;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;128;Verde;Línea;3
441464,07;4477917,41;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;128;Verde;Línea;2
441451,6;4477935,16;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;128;Azul;Batería;2
441453,93;4477965,13;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;130;Azul;Batería;2
441453,24;4477955,3;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;130;Azul;Batería;2
441454,82;4477975,33;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;130;Azul;Batería;2
441468,59;4477974,54;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;130;Verde;Línea;1
441452,29;4477945,35;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;130;Azul;Batería;2
441457,21;4478004,91;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;132;Azul;Batería;2
441455,63;4477985,33;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;132;Azul;Batería;2
441456,41;4477995,41;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;132;Azul;Batería;2
441470,7;4478000,22;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;132;Verde;Línea;4
441469,57;4477986,61;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;132;Verde;Línea;1
441460,5;4478044,72;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;134;Azul;Batería;2
441473,11;4478029,48;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;134;Verde;Línea;3
441458,91;4478024,58;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;134;Azul;Batería;2
441459,68;4478034,88;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;134;Azul;Batería;2
441458,03;4478014,89;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;134;Azul;Batería;2
441472,26;4478019;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;134;Verde;Línea;1
441462,99;4478074,37;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;136;Azul;Batería;2
441463,74;4478084,24;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;136;Azul;Batería;2
441462,11;4478063,7;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;136;Azul;Batería;2
441476,91;4478074,58;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;136;Verde;Línea;5
441479,02;4478099,16;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;138;Verde;Línea;1
441464,44;4478092,91;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;138;Azul;Batería;2
441431,75;4477692,76;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;S/N;Azul;Batería;2
441461,32;4478054,41;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;S/N;Azul;Batería;2
441427,5;4477644,01;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;S/N;Azul;Batería;1
441430,81;4477682,32;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;S/N;Azul;Batería;2
441456,97;4477832,01;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;S/N;Verde;Línea;2
441429,79;4477670,85;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;S/N;Azul;Batería;1
441415,24;4477559,3;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;S/N;Azul;Línea;4
441442,96;4477830,33;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;S/N;Azul;Batería;1
441428,89;4477659,78;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;S/N;Azul;Batería;3
441428,11;4477650,87;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;S/N;Azul;Batería;2
442280,02;4476565,5;05  CHAMARTÍN;05-01 EL VISO;CASTELLO, CALLE, DE;119;Verde;Línea;1
442282,19;4476571,54;05  CHAMARTÍN;05-01 EL VISO;CASTELLO, CALLE, DE;119;Verde;Línea;1
442284,53;4476601,54;05  CHAMARTÍN;05-01 EL VISO;CASTELLO, CALLE, DE;121;Verde;Línea;3
442285,69;4476618,88;05  CHAMARTÍN;05-01 EL VISO;CASTELLO, CALLE, DE;121;Verde;Línea;1
442294,73;4476605,08;05  CHAMARTÍN;05-01 EL VISO;CASTELLO, CALLE, DE;121;Verde;Línea;1
442286,61;4476644,92;05  CHAMARTÍN;05-01 EL VISO;CASTELLO, CALLE, DE;123;Verde;Línea;10
442294,07;4476565,08;05  CHAMARTÍN;05-01 EL VISO;CASTELLO, CALLE, DE;126;Verde;Línea;2
442293,36;4476586,09;05  CHAMARTÍN;05-01 EL VISO;CASTELLO, CALLE, DE;126;Verde;Línea;3
442294,65;4476573,04;05  CHAMARTÍN;05-01 EL VISO;CASTELLO, CALLE, DE;126;Verde;Línea;1
442296,16;4476623,45;05  CHAMARTÍN;05-01 EL VISO;CASTELLO, CALLE, DE;128;Verde;Línea;4
442275,03;4476675,04;05  CHAMARTÍN;05-01 EL VISO;CASTELLO, CALLE, DE;S/N;Verde;Línea;1
442295,16;4476658,95;05  CHAMARTÍN;05-01 EL VISO;CASTELLO, CALLE, DE;S/N;Verde;Línea;4
442271,44;4476678,67;05  CHAMARTÍN;05-01 EL VISO;CASTELLO, CALLE, DE;S/N;Verde;Línea;1
441912,37;4476747,28;05  CHAMARTÍN;05-01 EL VISO;CASTELLON DE LA PLANA, CALLE, DE;2;Verde;Línea;6
441902,14;4476745,77;05  CHAMARTÍN;05-01 EL VISO;CASTELLON DE LA PLANA, CALLE, DE;2;Verde;Línea;6
441906,16;4476775,7;05  CHAMARTÍN;05-01 EL VISO;CASTELLON DE LA PLANA, CALLE, DE;3;Verde;Línea;3
441916,48;4476776,13;05  CHAMARTÍN;05-01 EL VISO;CASTELLON DE LA PLANA, CALLE, DE;4;Verde;Línea;4
441915,53;4476809,98;05  CHAMARTÍN;05-01 EL VISO;CASTELLON DE LA PLANA, CALLE, DE;6;Verde;Línea;8
441924,05;4476803,87;05  CHAMARTÍN;05-01 EL VISO;CASTELLON DE LA PLANA, CALLE, DE;6;Verde;Línea;2
441921,73;4476797,06;05  CHAMARTÍN;05-01 EL VISO;CASTELLON DE LA PLANA, CALLE, DE;6;Verde;Línea;1
441932,16;4476846,64;05  CHAMARTÍN;05-01 EL VISO;CASTELLON DE LA PLANA, CALLE, DE;7;Verde;Línea;5
441927,79;4476814,08;05  CHAMARTÍN;05-01 EL VISO;CASTELLON DE LA PLANA, CALLE, DE;8;Verde;Línea;2
441948,81;4476855,78;05  CHAMARTÍN;05-01 EL VISO;CASTELLON DE LA PLANA, CALLE, DE;9;Verde;Línea;14
441976,85;4476926,22;05  CHAMARTÍN;05-01 EL VISO;CASTELLON DE LA PLANA, CALLE, DE;12;Verde;Línea;3
441985,57;4476920,73;05  CHAMARTÍN;05-01 EL VISO;CASTELLON DE LA PLANA, CALLE, DE;12;Verde;Línea;2
441993,61;4476934,87;05  CHAMARTÍN;05-01 EL VISO;CASTELLON DE LA PLANA, CALLE, DE;12;Verde;Línea;1
442011,13;4476965,86;05  CHAMARTÍN;05-01 EL VISO;CASTELLON DE LA PLANA, CALLE, DE;14;Verde;Línea;12
441948,86;4476876,61;05  CHAMARTÍN;05-01 EL VISO;CASTELLON DE LA PLANA, CALLE, DE;15;Verde;Línea;6
441992,52;4476953,91;05  CHAMARTÍN;05-01 EL VISO;CASTELLON DE LA PLANA, CALLE, DE;17;Verde;Línea;2
442033,43;4477005,14;05  CHAMARTÍN;05-01 EL VISO;CASTELLON DE LA PLANA, CALLE, DE;18;Verde;Línea;4
442009,05;4476983,23;05  CHAMARTÍN;05-01 EL VISO;CASTELLON DE LA PLANA, CALLE, DE;19;Verde;Línea;5
442027,99;4477017,98;05  CHAMARTÍN;05-01 EL VISO;CASTELLON DE LA PLANA, CALLE, DE;20;Verde;Línea;1
442022,33;4477006,36;05  CHAMARTÍN;05-01 EL VISO;CASTELLON DE LA PLANA, CALLE, DE;21;Verde;Línea;4
442141,49;4478030,59;05  CHAMARTÍN;05-01 EL VISO;CIDACOS, CALLE, DEL;2;Verde;Línea;7
442105,6;4478048,51;05  CHAMARTÍN;05-01 EL VISO;CIDACOS, CALLE, DEL;5;Verde;Línea;5
442085,13;4478058,77;05  CHAMARTÍN;05-01 EL VISO;CIDACOS, CALLE, DEL;8;Verde;Línea;2
442067,24;4478067,65;05  CHAMARTÍN;05-01 EL VISO;CIDACOS, CALLE, DEL;12;Verde;Línea;2
442158,97;4478009,41;05  CHAMARTÍN;05-01 EL VISO;CIDACOS, CALLE, DEL;S/N;Verde;Línea;1
442159,94;4477941,7;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;2;Verde;Línea;2
442201,46;4477936,37;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;3;Azul;Línea;4
442174,24;4477934,25;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;4;Verde;Línea;2
442230,02;4477918,91;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;5;Azul;Línea;2
442187,41;4477927,39;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;6;Verde;Línea;1
442245;4477911,29;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;7;Azul;Línea;1
442199,58;4477921,06;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;8;Verde;Línea;2
442258,42;4477904,31;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;9;Azul;Línea;3
442219,49;4477910,57;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;10;Verde;Línea;1
442233,16;4477903,52;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;12;Verde;Línea;1
442277,05;4477894,84;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;13;Azul;Línea;3
442245,75;4477897,01;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;14;Verde;Línea;1
442296,22;4477884,98;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;15;Azul;Línea;3
442259,14;4477890,27;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;16;Verde;Línea;2
442321,74;4477872,02;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;17;Azul;Línea;3
442273,14;4477882,95;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;18;Verde;Línea;2
442296,2;4477871,22;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;20;Verde;Línea;3
442305,38;4477866,4;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;22;Verde;Línea;1
442354,02;4477855,62;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;23;Azul;Línea;9
442312,57;4477862,88;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;24;Verde;Línea;2
442385,58;4477839,59;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;25;Azul;Línea;1
442329,92;4477853,79;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;26;Verde;Línea;2
442394,41;4477834,99;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;27;Azul;Línea;1
442402,99;4477830,43;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;27;Azul;Línea;1
442348,83;4477844,11;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;32;Verde;Línea;2
442366,82;4477834,88;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;36;Verde;Línea;2
442380,67;4477827,65;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;38;Verde;Línea;1
442394,21;4477820,79;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;40;Verde;Línea;3
441513,35;4478145,26;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;2;Azul;Línea;2
441490,49;4478136,87;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;2;Azul;Batería;7
441532,04;4478146,68;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;4;Azul;Línea;5
441586,22;4478142,17;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;6;Azul;Línea;1
441658,82;4478135,98;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;8;Azul;Línea;9
441725,82;4478130,46;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;12;Azul;Línea;9
441754,46;4478124,32;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;14;Azul;Línea;3
441910,82;4478118;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;18;Azul;Línea;3
441927,58;4478117,03;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;18;Azul;Línea;1
441944,59;4478116,06;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;20;Azul;Línea;4
441964,39;4478114,95;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;20;Azul;Línea;1
441994,41;4478113,23;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;22;Azul;Línea;6
442040,74;4478110,71;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;24;Azul;Línea;2
442020,85;4478111,81;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;24;Azul;Línea;2
442078,2;4478108,77;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;26;Azul;Línea;11
442353,49;4478099,77;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;32;Azul;Línea;6
442388,6;4478099,42;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;32;Azul;Línea;6
442469,55;4478098,22;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;34;Verde;Línea;4
442413,85;4478099,01;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;S/N;Azul;Línea;2
442420,68;4478098,93;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;S/N;Azul;Línea;1
442302,68;4478100,55;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;S/N;Azul;Línea;15
442501,14;4478097,62;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;S/N;Verde;Línea;8
441738,58;4477600,05;05  CHAMARTÍN;05-01 EL VISO;DANIEL URRABIETA, CALLE, DE;1;Verde;Línea;4
441742,74;4477630,08;05  CHAMARTÍN;05-01 EL VISO;DANIEL URRABIETA, CALLE, DE;3;Verde;Línea;6
441753,64;4477644,11;05  CHAMARTÍN;05-01 EL VISO;DANIEL URRABIETA, CALLE, DE;4;Verde;Línea;1
441749,82;4477681,17;05  CHAMARTÍN;05-01 EL VISO;DANIEL URRABIETA, CALLE, DE;6;Verde;Línea;11
441753,52;4477709,74;05  CHAMARTÍN;05-01 EL VISO;DANIEL URRABIETA, CALLE, DE;8;Verde;Línea;1
441757,77;4477740,88;05  CHAMARTÍN;05-01 EL VISO;DANIEL URRABIETA, CALLE, DE;10;Verde;Línea;8
441761,77;4477776,91;05  CHAMARTÍN;05-01 EL VISO;DANIEL URRABIETA, CALLE, DE;12;Verde;Línea;2
441763,92;4477807,09;05  CHAMARTÍN;05-01 EL VISO;DANIEL URRABIETA, CALLE, DE;14;Verde;Línea;7
441772,63;4477845,45;05  CHAMARTÍN;05-01 EL VISO;DANIEL URRABIETA, CALLE, DE;16;Verde;Línea;4
441774,78;4477882,74;05  CHAMARTÍN;05-01 EL VISO;DANIEL URRABIETA, CALLE, DE;18;Verde;Línea;1
441773,94;4477868,05;05  CHAMARTÍN;05-01 EL VISO;DANIEL URRABIETA, CALLE, DE;18;Verde;Línea;1
441819,66;4477771,44;05  CHAMARTÍN;05-01 EL VISO;DARRO, CALLE, DE;1;Verde;Línea;3
