Gis_X;Gis_Y;Distrito;Barrio;Calle;Nº Finca;Color;Batería/Línea;Número de Plazas
441820,88;4477788,1;05  CHAMARTÍN;05-01 EL VISO;DARRO, CALLE, DE;3;Verde;Línea;1
441830,07;4477777,46;05  CHAMARTÍN;05-01 EL VISO;DARRO, CALLE, DE;4;Verde;Línea;8
441828,12;4477816,3;05  CHAMARTÍN;05-01 EL VISO;DARRO, CALLE, DE;5;Verde;Línea;3
441829,44;4477834,47;05  CHAMARTÍN;05-01 EL VISO;DARRO, CALLE, DE;7;Verde;Línea;1
441830,05;4477843,98;05  CHAMARTÍN;05-01 EL VISO;DARRO, CALLE, DE;9;Verde;Línea;1
441831,61;4477866,47;05  CHAMARTÍN;05-01 EL VISO;DARRO, CALLE, DE;13;Verde;Línea;6
441834,81;4477912,44;05  CHAMARTÍN;05-01 EL VISO;DARRO, CALLE, DE;19;Verde;Línea;9
441836,93;4477942,74;05  CHAMARTÍN;05-01 EL VISO;DARRO, CALLE, DE;22;Verde;Línea;2
441839,19;4477974,3;05  CHAMARTÍN;05-01 EL VISO;DARRO, CALLE, DE;23;Verde;Línea;1
441839,82;4477984,49;05  CHAMARTÍN;05-01 EL VISO;DARRO, CALLE, DE;23;Verde;Línea;3
441842,35;4478019,13;05  CHAMARTÍN;05-01 EL VISO;DARRO, CALLE, DE;25;Verde;Línea;9
441901,53;4477424,93;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;1;Azul;Batería;3
441923,96;4477434,25;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;1;Verde;Línea;2
441906,64;4477422,56;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;1;Azul;Batería;1
441940,78;4477431,8;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;3;Verde;Línea;1
441949,87;4477415,79;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;4;Verde;Línea;3
441962,1;4477439,93;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;5;Verde;Línea;5
441969,89;4477423,67;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;6;Verde;Línea;2
441981,93;4477447,49;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;7;Verde;Línea;1
441999,87;4477435,03;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;8;Verde;Línea;6
442011,15;4477458,64;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;9;Verde;Línea;2
441995,65;4477452,78;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;9;Verde;Línea;2
442032,37;4477466,73;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;11;Verde;Línea;5
442182;4477533,42;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;14;Verde;Línea;4
442216,97;4477567,24;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;16;Verde;Línea;9
442087,06;4477488,06;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;17;Verde;Línea;8
442250,11;4477599,16;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;20;Verde;Línea;7
442140,34;4477519,22;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;21;Azul;Línea;7
442275,47;4477623,42;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;22;Verde;Línea;2
442175,05;4477551,79;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;25;Azul;Línea;2
442202,17;4477578,22;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;27;Azul;Línea;6
442334,86;4477680,82;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;28;Verde;Línea;8
442217,63;4477593,34;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;29;Azul;Línea;1
442231,88;4477606,92;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;29;Azul;Línea;5
442274,24;4477647,33;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;31;Azul;Línea;3
442254,58;4477628,95;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;31;Azul;Línea;2
442267,46;4477640,72;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;31;Azul;Línea;1
442308,63;4477680,52;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;35;Azul;Línea;3
442343,41;4477713,94;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;37;Azul;Línea;4
442326,93;4477698,31;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;37;Azul;Línea;3
442362,44;4477732,25;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;43;Azul;Línea;1
442382,97;4477726,73;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;45;Verde;Línea;3
442053,68;4477455,59;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;10 B;Verde;Línea;11
442412,29;4477748,86;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;32 C;Azul;Línea;3
442405,55;4477005,03;05  CHAMARTÍN;05-01 EL VISO;DUQUE DE SEVILLA, CALLE, DEL;1;Verde;Línea;5
442410,09;4477017,41;05  CHAMARTÍN;05-01 EL VISO;DUQUE DE SEVILLA, CALLE, DEL;2;Verde;Batería;7
442375,5;4477023,07;05  CHAMARTÍN;05-01 EL VISO;DUQUE DE SEVILLA, CALLE, DEL;3;Verde;Línea;2
442382,07;4477030,84;05  CHAMARTÍN;05-01 EL VISO;DUQUE DE SEVILLA, CALLE, DEL;4;Verde;Línea;4
442365,39;4477035,84;05  CHAMARTÍN;05-01 EL VISO;DUQUE DE SEVILLA, CALLE, DEL;5;Verde;Línea;5
442356,1;4477044,55;05  CHAMARTÍN;05-01 EL VISO;DUQUE DE SEVILLA, CALLE, DEL;5;Verde;Línea;1
442351,07;4477048,65;05  CHAMARTÍN;05-01 EL VISO;DUQUE DE SEVILLA, CALLE, DEL;7;Verde;Batería;1
442338,27;4477060,57;05  CHAMARTÍN;05-01 EL VISO;DUQUE DE SEVILLA, CALLE, DEL;7;Verde;Batería;8
442355,04;4477057,05;05  CHAMARTÍN;05-01 EL VISO;DUQUE DE SEVILLA, CALLE, DEL;8;Verde;Línea;3
442316,87;4477080,65;05  CHAMARTÍN;05-01 EL VISO;DUQUE DE SEVILLA, CALLE, DEL;11;Verde;Batería;1
442332,86;4477077,93;05  CHAMARTÍN;05-01 EL VISO;DUQUE DE SEVILLA, CALLE, DEL;12;Verde;Línea;6
442290,47;4477106,09;05  CHAMARTÍN;05-01 EL VISO;DUQUE DE SEVILLA, CALLE, DEL;13;Verde;Batería;15
442295,57;4477113,8;05  CHAMARTÍN;05-01 EL VISO;DUQUE DE SEVILLA, CALLE, DEL;16;Verde;Línea;10
442336,38;4477358,58;05  CHAMARTÍN;05-01 EL VISO;DURAN, CALLE, DE;3;Verde;Línea;4
442297,53;4477390,88;05  CHAMARTÍN;05-01 EL VISO;DURAN, CALLE, DE;15;Verde;Línea;9
442284,35;4477423,88;05  CHAMARTÍN;05-01 EL VISO;DURAN, CALLE, DE;29;Verde;Línea;3
442353,1;4477342,75;05  CHAMARTÍN;05-01 EL VISO;DURAN, CALLE, DE;S/N;Verde;Línea;2
442102,17;4477836,9;05  CHAMARTÍN;05-01 EL VISO;EBRO, CALLE, DEL;1;Verde;Línea;2
442118,33;4477828,49;05  CHAMARTÍN;05-01 EL VISO;EBRO, CALLE, DEL;3;Verde;Línea;1
442128,86;4477823,22;05  CHAMARTÍN;05-01 EL VISO;EBRO, CALLE, DEL;5;Verde;Línea;1
442143,6;4477815,92;05  CHAMARTÍN;05-01 EL VISO;EBRO, CALLE, DEL;7;Verde;Línea;3
442249,73;4476741,31;05  CHAMARTÍN;05-01 EL VISO;EDISON, CALLE, DE;1;Verde;Batería;23
442261,33;4476721,61;05  CHAMARTÍN;05-01 EL VISO;EDISON, CALLE, DE;2;Verde;Batería;7
442259,28;4476792,56;05  CHAMARTÍN;05-01 EL VISO;EDISON, CALLE, DE;3;Verde;Batería;11
442269,76;4476766,64;05  CHAMARTÍN;05-01 EL VISO;EDISON, CALLE, DE;4;Verde;Línea;8
442276,6;4476789,24;05  CHAMARTÍN;05-01 EL VISO;EDISON, CALLE, DE;4;Verde;Línea;2
442277,02;4476805,06;05  CHAMARTÍN;05-01 EL VISO;EDISON, CALLE, DE;4;Verde;Línea;4
442263,42;4476815,08;05  CHAMARTÍN;05-01 EL VISO;EDISON, CALLE, DE;S/N;Verde;Batería;3
442175,27;4477816,81;05  CHAMARTÍN;05-01 EL VISO;EGA, CALLE, DEL;3;Verde;Línea;2
442197,32;4477805,78;05  CHAMARTÍN;05-01 EL VISO;EGA, CALLE, DEL;5;Verde;Línea;5
442213,04;4477798,05;05  CHAMARTÍN;05-01 EL VISO;EGA, CALLE, DEL;9;Verde;Línea;1
442219,02;4477795,15;05  CHAMARTÍN;05-01 EL VISO;EGA, CALLE, DEL;11;Verde;Línea;2
442235,42;4477786,92;05  CHAMARTÍN;05-01 EL VISO;EGA, CALLE, DEL;13;Verde;Línea;1
442244,78;4477782,27;05  CHAMARTÍN;05-01 EL VISO;EGA, CALLE, DEL;13;Verde;Línea;1
442230,91;4477789,24;05  CHAMARTÍN;05-01 EL VISO;EGA, CALLE, DEL;13;Verde;Línea;1
442377,38;4477363,69;05  CHAMARTÍN;05-01 EL VISO;EMILIO CAMPION, CALLE, DE;3;Verde;Línea;7
442424,04;4477435,76;05  CHAMARTÍN;05-01 EL VISO;EMILIO CAMPION, CALLE, DE;6;Verde;Línea;16
442400,52;4477387,58;05  CHAMARTÍN;05-01 EL VISO;EMILIO CAMPION, CALLE, DE;9;Verde;Línea;3
442406,37;4477488,41;05  CHAMARTÍN;05-01 EL VISO;EMILIO CAMPION, CALLE, DE;19;Verde;Línea;5
442385,87;4477508,61;05  CHAMARTÍN;05-01 EL VISO;EMILIO CAMPION, CALLE, DE;23;Verde;Línea;5
442343,63;4477550,22;05  CHAMARTÍN;05-01 EL VISO;EMILIO CAMPION, CALLE, DE;25;Verde;Línea;3
442328,49;4477565,16;05  CHAMARTÍN;05-01 EL VISO;EMILIO CAMPION, CALLE, DE;27;Verde;Línea;3
441841,55;4477565,78;05  CHAMARTÍN;05-01 EL VISO;ERESMA, CALLE, DEL;1;Verde;Línea;5
441847,47;4477554,25;05  CHAMARTÍN;05-01 EL VISO;ERESMA, CALLE, DEL;2;Verde;Línea;2
441865,66;4477635,47;05  CHAMARTÍN;05-01 EL VISO;ERESMA, CALLE, DEL;3;Verde;Línea;4
441875,71;4477664,29;05  CHAMARTÍN;05-01 EL VISO;ERESMA, CALLE, DEL;5;Verde;Línea;6
441861,75;4477595,9;05  CHAMARTÍN;05-01 EL VISO;ERESMA, CALLE, DEL;6;Verde;Línea;5
441889,49;4477703,71;05  CHAMARTÍN;05-01 EL VISO;ERESMA, CALLE, DEL;7;Verde;Línea;1
441885,6;4477692,27;05  CHAMARTÍN;05-01 EL VISO;ERESMA, CALLE, DEL;7;Verde;Línea;2
441873,77;4477630,49;05  CHAMARTÍN;05-01 EL VISO;ERESMA, CALLE, DEL;8;Verde;Línea;4
441880,61;4477649,93;05  CHAMARTÍN;05-01 EL VISO;ERESMA, CALLE, DEL;10;Verde;Línea;2
441885,49;4477663,76;05  CHAMARTÍN;05-01 EL VISO;ERESMA, CALLE, DEL;12;Verde;Línea;1
441893,49;4477687,73;05  CHAMARTÍN;05-01 EL VISO;ERESMA, CALLE, DEL;16;Verde;Línea;7
441852,57;4477597,53;05  CHAMARTÍN;05-01 EL VISO;ERESMA, CALLE, DEL;1 C;Verde;Línea;6
442432,37;4477556,7;05  CHAMARTÍN;05-01 EL VISO;ESTEVEZ, CALLE, DE;1;Verde;Línea;5
442414,34;4477587,29;05  CHAMARTÍN;05-01 EL VISO;ESTEVEZ, CALLE, DE;3;Verde;Línea;6
442380,83;4477614,76;05  CHAMARTÍN;05-01 EL VISO;ESTEVEZ, CALLE, DE;7;Verde;Línea;7
442342,29;4477639,79;05  CHAMARTÍN;05-01 EL VISO;ESTEVEZ, CALLE, DE;S/N;Verde;Línea;3
442336,82;4477652,54;05  CHAMARTÍN;05-01 EL VISO;ESTEVEZ, CALLE, DE;S/N;Verde;Línea;5
442397,16;4477083,91;05  CHAMARTÍN;05-01 EL VISO;FELIPE CAMPOS, CALLE, DE;2:00 AM;Verde;Línea;4
442417,75;4477073,37;05  CHAMARTÍN;05-01 EL VISO;FELIPE CAMPOS, CALLE, DE;1;Verde;Línea;4
442418,1;4477081,65;05  CHAMARTÍN;05-01 EL VISO;FELIPE CAMPOS, CALLE, DE;1;Verde;Línea;4
442364,85;4477115,39;05  CHAMARTÍN;05-01 EL VISO;FELIPE CAMPOS, CALLE, DE;3;Verde;Línea;5
442330,36;4477149,01;05  CHAMARTÍN;05-01 EL VISO;FELIPE CAMPOS, CALLE, DE;9;Verde;Línea;10
442295,41;4477182,78;05  CHAMARTÍN;05-01 EL VISO;FELIPE CAMPOS, CALLE, DE;13;Verde;Línea;1
442289,22;4477188,76;05  CHAMARTÍN;05-01 EL VISO;FELIPE CAMPOS, CALLE, DE;15;Verde;Línea;2
442283,54;4477194,32;05  CHAMARTÍN;05-01 EL VISO;FELIPE CAMPOS, CALLE, DE;17;Verde;Línea;1
442271,31;4477206,29;05  CHAMARTÍN;05-01 EL VISO;FELIPE CAMPOS, CALLE, DE;23;Verde;Línea;4
442259,95;4477217,47;05  CHAMARTÍN;05-01 EL VISO;FELIPE CAMPOS, CALLE, DE;27;Verde;Línea;1
442246,39;4477230,41;05  CHAMARTÍN;05-01 EL VISO;FELIPE CAMPOS, CALLE, DE;33;Verde;Línea;5
441698,36;4477384,45;05  CHAMARTÍN;05-01 EL VISO;FELIPE PEREZ Y GONZALEZ, CALLE, DE;2;Verde;Línea;6
441700,59;4477410,72;05  CHAMARTÍN;05-01 EL VISO;FELIPE PEREZ Y GONZALEZ, CALLE, DE;4;Verde;Línea;2
441701,73;4477427,36;05  CHAMARTÍN;05-01 EL VISO;FELIPE PEREZ Y GONZALEZ, CALLE, DE;4;Verde;Línea;1
441703,07;4477446,79;05  CHAMARTÍN;05-01 EL VISO;FELIPE PEREZ Y GONZALEZ, CALLE, DE;6;Verde;Línea;7
441631;4477749,41;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO ALCANTARA, CALLE, DE;1;Verde;Línea;3
441642,92;4477746,51;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO ALCANTARA, CALLE, DE;3;Verde;Línea;2
441667,9;4477740,44;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO ALCANTARA, CALLE, DE;5;Verde;Línea;3
441738,27;4477722,88;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO ALCANTARA, CALLE, DE;9;Verde;Línea;6
441774,9;4477714,29;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO ALCANTARA, CALLE, DE;11;Verde;Línea;5
441834,85;4477700,56;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO ALCANTARA, CALLE, DE;17;Verde;Línea;19
442378,75;4477175,26;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO CAMPOS, CALLE, DE;11;Verde;Línea;5
442356,95;4477196,75;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO CAMPOS, CALLE, DE;15;Verde;Línea;5
442331,72;4477220,6;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO CAMPOS, CALLE, DE;17;Verde;Línea;2
442318,52;4477233,63;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO CAMPOS, CALLE, DE;21;Verde;Línea;3
442308,05;4477243,94;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO CAMPOS, CALLE, DE;23;Verde;Línea;1
442297,28;4477254,44;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO CAMPOS, CALLE, DE;25;Verde;Línea;2
442281,32;4477270,16;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO CAMPOS, CALLE, DE;29;Verde;Línea;3
442260,79;4477290,24;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO CAMPOS, CALLE, DE;35;Verde;Línea;6
441693,97;4477867,8;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO DE ASIS MENDEZ CASARIEGO, CALLE, DE;1;Verde;Línea;1
441715,87;4477864,17;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO DE ASIS MENDEZ CASARIEGO, CALLE, DE;3;Verde;Línea;9
441751,79;4477842,98;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO DE ASIS MENDEZ CASARIEGO, CALLE, DE;4;Verde;Línea;4
441733,17;4477844,56;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO DE ASIS MENDEZ CASARIEGO, CALLE, DE;4;Verde;Línea;14
441776,83;4477818,76;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO DE ASIS MENDEZ CASARIEGO, CALLE, DE;7;Verde;Línea;1
441801,82;4477804,09;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO DE ASIS MENDEZ CASARIEGO, CALLE, DE;7;Verde;Línea;7
441798,58;4477814,9;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO DE ASIS MENDEZ CASARIEGO, CALLE, DE;7;Verde;Línea;12
442348,57;4476769,33;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO SILVELA, CALLE, DE;99;Verde;Línea;6
442359,36;4476777,69;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO SILVELA, CALLE, DE;112;Verde;Línea;6
442339,9;4476802,59;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO SILVELA, CALLE, DE;122;Verde;Línea;6
442329,16;4476794,15;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO SILVELA, CALLE, DE;122;Verde;Línea;6
442321,4;4476826;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO SILVELA, CALLE, DE;124;Verde;Línea;6
442312,07;4476816,07;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO SILVELA, CALLE, DE;124;Verde;Línea;6
442197,68;4477325,31;05  CHAMARTÍN;05-01 EL VISO;FRANCO, CALLE, DE;12;Verde;Línea;17
442221,82;4477285,48;05  CHAMARTÍN;05-01 EL VISO;FRANCO, CALLE, DE;26;Verde;Línea;1
442220,25;4477261,56;05  CHAMARTÍN;05-01 EL VISO;FRANCO, CALLE, DE;30;Verde;Línea;9
441741,08;4477858,39;05  CHAMARTÍN;05-01 EL VISO;FRAY JUAN GIL, CALLE, DE;1;Verde;Línea;1
441771,71;4477894,13;05  CHAMARTÍN;05-01 EL VISO;FRAY JUAN GIL, CALLE, DE;5;Verde;Línea;16
441821,82;4477952,38;05  CHAMARTÍN;05-01 EL VISO;FRAY JUAN GIL, CALLE, DE;6;Verde;Línea;11
441803,85;4477931,5;05  CHAMARTÍN;05-01 EL VISO;FRAY JUAN GIL, CALLE, DE;9;Verde;Línea;1
441832,22;4477950,06;05  CHAMARTÍN;05-01 EL VISO;FRAY JUAN GIL, CALLE, DE;11;Verde;Batería;3
442190,7;4477049,84;05  CHAMARTÍN;05-01 EL VISO;GABRIEL LOBO, CALLE, DE;2;Azul;Línea;7
442185,75;4477057,61;05  CHAMARTÍN;05-01 EL VISO;GABRIEL LOBO, CALLE, DE;2;Verde;Línea;5
442220,99;4477093,54;05  CHAMARTÍN;05-01 EL VISO;GABRIEL LOBO, CALLE, DE;3;Verde;Línea;8
442235,16;4477121,82;05  CHAMARTÍN;05-01 EL VISO;GABRIEL LOBO, CALLE, DE;7;Verde;Batería;7
442235,5;4477096,17;05  CHAMARTÍN;05-01 EL VISO;GABRIEL LOBO, CALLE, DE;8;Azul;Línea;1
442224,05;4477084,42;05  CHAMARTÍN;05-01 EL VISO;GABRIEL LOBO, CALLE, DE;8;Azul;Línea;6
442248,99;4477131,62;05  CHAMARTÍN;05-01 EL VISO;GABRIEL LOBO, CALLE, DE;9;Verde;Batería;6
442254,29;4477115,02;05  CHAMARTÍN;05-01 EL VISO;GABRIEL LOBO, CALLE, DE;9;Azul;Batería;13
442274,11;4477150,27;05  CHAMARTÍN;05-01 EL VISO;GABRIEL LOBO, CALLE, DE;11;Verde;Línea;3
442280,33;4477141,7;05  CHAMARTÍN;05-01 EL VISO;GABRIEL LOBO, CALLE, DE;14;Azul;Línea;4
442266,94;4477127,89;05  CHAMARTÍN;05-01 EL VISO;GABRIEL LOBO, CALLE, DE;14;Azul;Batería;1
442323,5;4477183,02;05  CHAMARTÍN;05-01 EL VISO;GABRIEL LOBO, CALLE, DE;18;Azul;Línea;3
442334,59;4477197,04;05  CHAMARTÍN;05-01 EL VISO;GABRIEL LOBO, CALLE, DE;20;Azul;Línea;4
442322,52;4477196,99;05  CHAMARTÍN;05-01 EL VISO;GABRIEL LOBO, CALLE, DE;21;Verde;Línea;8
442365,26;4477228,62;05  CHAMARTÍN;05-01 EL VISO;GABRIEL LOBO, CALLE, DE;22;Azul;Línea;7
442354,83;4477230,01;05  CHAMARTÍN;05-01 EL VISO;GABRIEL LOBO, CALLE, DE;27;Verde;Línea;4
442395,22;4477258,74;05  CHAMARTÍN;05-01 EL VISO;GABRIEL LOBO, CALLE, DE;28;Azul;Línea;4
442367,54;4477243,07;05  CHAMARTÍN;05-01 EL VISO;GABRIEL LOBO, CALLE, DE;29;Verde;Línea;1
442416,84;4477280,76;05  CHAMARTÍN;05-01 EL VISO;GABRIEL LOBO, CALLE, DE;32;Azul;Línea;1
442297,22;4477158,86;05  CHAMARTÍN;05-01 EL VISO;GABRIEL LOBO, CALLE, DE;16 B;Azul;Línea;3
442242,46;4477392,67;05  CHAMARTÍN;05-01 EL VISO;GALLARZA, CALLE, DE;2;Verde;Línea;4
442262,39;4477408,68;05  CHAMARTÍN;05-01 EL VISO;GALLARZA, CALLE, DE;6;Verde;Línea;4
442275,65;4477427,58;05  CHAMARTÍN;05-01 EL VISO;GALLARZA, CALLE, DE;13;Verde;Línea;3
442326,97;4477497,68;05  CHAMARTÍN;05-01 EL VISO;GALLARZA, CALLE, DE;18;Verde;Línea;14
442233,54;4477715,8;05  CHAMARTÍN;05-01 EL VISO;GENIL, CALLE, DEL;3;Verde;Línea;7
442244,82;4477754,17;05  CHAMARTÍN;05-01 EL VISO;GENIL, CALLE, DEL;5;Verde;Línea;6
442258,35;4477800,27;05  CHAMARTÍN;05-01 EL VISO;GENIL, CALLE, DEL;11;Verde;Línea;6
442271,06;4477842,69;05  CHAMARTÍN;05-01 EL VISO;GENIL, CALLE, DEL;13;Verde;Línea;6
442278,06;4477867,3;05  CHAMARTÍN;05-01 EL VISO;GENIL, CALLE, DEL;17;Verde;Línea;2
442393,23;4477533,11;05  CHAMARTÍN;05-01 EL VISO;GOMEZ CANO, CALLE, DE;1;Verde;Línea;3
442414,39;4477532,1;05  CHAMARTÍN;05-01 EL VISO;GOMEZ CANO, CALLE, DE;6;Verde;Línea;3
442433,85;4477534,35;05  CHAMARTÍN;05-01 EL VISO;GOMEZ CANO, CALLE, DE;10;Verde;Línea;1
442277,84;4477479,73;05  CHAMARTÍN;05-01 EL VISO;GOMEZ ORTEGA, CALLE, DE;1;Verde;Línea;8
442313,34;4477462,15;05  CHAMARTÍN;05-01 EL VISO;GOMEZ ORTEGA, CALLE, DE;5;Verde;Línea;3
442340,95;4477455,19;05  CHAMARTÍN;05-01 EL VISO;GOMEZ ORTEGA, CALLE, DE;17;Verde;Línea;4
442362,56;4477443,22;05  CHAMARTÍN;05-01 EL VISO;GOMEZ ORTEGA, CALLE, DE;23;Verde;Línea;2
442379,52;4477429,83;05  CHAMARTÍN;05-01 EL VISO;GOMEZ ORTEGA, CALLE, DE;25;Verde;Línea;3
442401,02;4477409,41;05  CHAMARTÍN;05-01 EL VISO;GOMEZ ORTEGA, CALLE, DE;29;Verde;Línea;4
441490,92;4477290,72;05  CHAMARTÍN;05-01 EL VISO;GRIJALBA, CALLE, DE;2;Verde;Línea;3
441491,24;4477297,48;05  CHAMARTÍN;05-01 EL VISO;GRIJALBA, CALLE, DE;5;Verde;Línea;2
441520,94;4477288,75;05  CHAMARTÍN;05-01 EL VISO;GRIJALBA, CALLE, DE;6;Verde;Línea;4
441541,08;4477287,49;05  CHAMARTÍN;05-01 EL VISO;GRIJALBA, CALLE, DE;10;Verde;Línea;1
441573,05;4477285,35;05  CHAMARTÍN;05-01 EL VISO;GRIJALBA, CALLE, DE;14;Verde;Línea;3
441615,24;4477282,46;05  CHAMARTÍN;05-01 EL VISO;GRIJALBA, CALLE, DE;16;Verde;Línea;1
441602,05;4477283,54;05  CHAMARTÍN;05-01 EL VISO;GRIJALBA, CALLE, DE;16;Verde;Línea;1
441627,09;4477281,48;05  CHAMARTÍN;05-01 EL VISO;GRIJALBA, CALLE, DE;18;Verde;Línea;1
441651,07;4477279,5;05  CHAMARTÍN;05-01 EL VISO;GRIJALBA, CALLE, DE;20;Verde;Línea;3
441670,03;4477277,89;05  CHAMARTÍN;05-01 EL VISO;GRIJALBA, CALLE, DE;24;Verde;Línea;1
441689,59;4477276,31;05  CHAMARTÍN;05-01 EL VISO;GRIJALBA, CALLE, DE;26;Verde;Línea;7
441824,47;4477547,58;05  CHAMARTÍN;05-01 EL VISO;GUADALQUIVIR, CALLE, DEL;8:00 AM;Azul;Línea;8
441830,37;4477552,34;05  CHAMARTÍN;05-01 EL VISO;GUADALQUIVIR, CALLE, DEL;8:00 AM;Verde;Línea;1
441895,22;4477512,98;05  CHAMARTÍN;05-01 EL VISO;GUADALQUIVIR, CALLE, DEL;2;Verde;Línea;5
441878,85;4477524,45;05  CHAMARTÍN;05-01 EL VISO;GUADALQUIVIR, CALLE, DEL;4;Verde;Línea;1
441868,77;4477531,52;05  CHAMARTÍN;05-01 EL VISO;GUADALQUIVIR, CALLE, DEL;4;Verde;Línea;1
441875,27;4477518,69;05  CHAMARTÍN;05-01 EL VISO;GUADALQUIVIR, CALLE, DEL;4;Azul;Línea;13
441854,05;4477541,36;05  CHAMARTÍN;05-01 EL VISO;GUADALQUIVIR, CALLE, DEL;6;Verde;Línea;3
441788,36;4477559,32;05  CHAMARTÍN;05-01 EL VISO;GUADALQUIVIR, CALLE, DEL;7;Azul;Línea;4
441735,81;4477573,45;05  CHAMARTÍN;05-01 EL VISO;GUADALQUIVIR, CALLE, DEL;9;Azul;Línea;3
441800,36;4477562,87;05  CHAMARTÍN;05-01 EL VISO;GUADALQUIVIR, CALLE, DEL;10;Verde;Línea;3
441775,5;4477570,73;05  CHAMARTÍN;05-01 EL VISO;GUADALQUIVIR, CALLE, DEL;12;Verde;Línea;4
441653,2;4477602,46;05  CHAMARTÍN;05-01 EL VISO;GUADALQUIVIR, CALLE, DEL;13;Azul;Línea;5
441762,2;4477567,66;05  CHAMARTÍN;05-01 EL VISO;GUADALQUIVIR, CALLE, DEL;14;Azul;Línea;4
441746,18;4477570,03;05  CHAMARTÍN;05-01 EL VISO;GUADALQUIVIR, CALLE, DEL;16;Azul;Línea;2
